# dataset B: 12440 rows, 3063 chemical families. data/datasetB_featurized.npz rows (Tc>0 subset of data/supercon_stanev.csv); family = `groups` field.
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4,fold_deterministic_v1_prefilter_codes
9391,905,Cu|La|Nd|O,0,1,4,3,2,3,0,3,3,0,0,1
9392,194,B|C|Co|Ni|Tm,3,1,1,1,0,1,4,2,2,0,1,0
9393,114,Cu|O|Sr|Y,4,3,4,2,2,3,4,3,4,1,0,4
9394,1866,Al|Ca|Si,0,0,0,2,2,1,2,4,0,4,3,4
9395,1310,Ir|Lu|Rh|Si,1,3,2,2,3,1,1,1,0,0,2,1
9396,89,In|Pb|Sn|Te,1,2,1,2,3,2,4,4,4,1,1,1
9397,722,Pb|Se|Sn|Ti,3,1,3,4,4,0,0,1,1,4,3,3
9398,675,Ba|Cu|O|Sm,0,0,0,2,2,0,0,0,0,3,0,0
9399,684,Ba|Ca|Cu|Hg|O,0,1,4,0,4,3,1,0,1,2,3,4
9400,57,Ba|Ca|Co|Cu|O|Y,1,1,3,4,0,1,1,0,1,3,3,2
9401,172,B|Nb,4,3,2,3,2,0,4,4,3,2,2,1
9402,2733,Bi|Cu,3,3,3,1,3,3,4,3,4,3,4,3
9403,2734,Pd|Sb|Se,4,4,2,4,1,4,1,4,3,0,2,2
9404,1741,Bi|Cu|Mo|O|Sr|Y,1,3,4,0,1,1,1,3,0,0,4,2
9405,2735,B|C|Pr|Pt,1,1,0,1,1,2,3,0,2,0,2,2
9406,1433,Hf|Mo,2,3,1,3,0,1,1,1,4,4,0,0
9407,684,Ba|Ca|Cu|Hg|O,0,1,4,0,4,3,4,3,3,3,3,4
9408,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,1,3,2,0,4,1
9409,168,Cu|La|O,0,4,4,4,1,3,4,1,2,0,4,0
9410,1616,B|Mg|Mn,1,3,4,3,3,2,4,1,1,1,1,4
9411,2736,In|Na|Pb,0,1,4,0,2,4,4,2,1,4,3,3
9412,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,2,3,3,0,1,0
9413,10,Cu|La|O|Pb|Sr,3,0,0,3,2,2,3,1,1,0,0,3
9414,29,Ca|Hg,3,3,3,4,4,0,4,1,0,3,1,2
9415,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,0,1,0,0,3,1
9416,2737,As|Os|Zr,1,2,4,4,0,4,3,2,0,2,0,4
9417,2738,Bi|Ce|Cu|O|Sr|Y,2,0,0,4,0,2,0,3,2,4,3,0
9418,86,Ba|Cu|O|Y,4,4,4,2,0,4,1,1,3,4,1,4
9419,2534,Ce|Cu|Eu|Nb|O|Ru|Sr,0,3,1,0,4,0,0,2,0,2,3,4
9420,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,0,1,2,1,3,0
9421,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,1,2,0,0,1,0
9422,1256,Ba|Co|Cu|La|O,0,0,3,1,2,1,1,2,3,3,4,1
9423,507,Ba|Cu|H|O|Y,2,1,2,4,1,2,2,2,0,3,3,2
9424,188,Ba|Ca|Cu|La|O|Sm,2,1,1,2,2,1,1,0,4,4,1,3
9425,1457,Fe|Lu|Si|Tm,4,0,1,1,1,4,4,0,4,2,2,1
9426,1866,Al|Ca|Si,0,0,0,2,2,1,0,4,4,1,3,4
9427,1044,Fe|Rb|Se|Tl,4,0,0,2,1,3,3,2,2,0,4,4
9428,434,Re|Ta,1,2,2,4,4,0,1,2,0,0,4,1
9429,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,0,2,2,3,0,0
9430,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,3,2,2,0,1,2
9431,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,1,1,0,2,2,2
9432,1657,Ba|Cu|O|S|Y,4,0,0,4,2,0,1,1,4,3,0,4
9433,1090,Al|B|Nb,3,4,3,2,2,0,4,2,3,2,0,0
9434,215,Ir|Nb|Ta,1,1,3,1,1,1,3,3,2,1,2,1
9435,351,Ba|Cu|Hg|O,0,1,0,3,3,4,4,1,4,2,3,2
9436,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,4,2,0,1,1,2
9437,396,As|F|Fe|La|O|Zn,3,0,0,4,4,4,2,4,4,4,0,0
9438,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,2,2,4,4,2,2
9439,263,Ga|Nb,3,0,4,0,0,4,0,0,2,3,3,4
9440,1607,Al|La|Tb,2,3,2,4,4,4,0,0,1,2,4,2
9441,2053,Ir|Te,0,2,2,4,1,2,4,2,0,2,0,3
9442,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,2,0,0,4,3,1
9443,2739,P|Pd|Y,3,0,3,2,4,4,0,4,1,0,1,1
9444,2740,As|Ni|Sr,4,0,2,1,4,0,4,2,3,3,2,2
9445,476,Ba|Cu|Ga|O|Y,0,1,1,0,4,0,1,0,0,0,1,1
9446,1870,Cr|Re,3,3,1,2,3,3,3,0,0,3,3,3
9447,216,Cu|La|O|Sr,4,4,1,1,0,1,0,2,0,2,0,4
9448,1579,B|C|Er|Fe|Ni,0,4,1,4,0,2,3,0,3,2,2,0
9449,42,Cu|La|O|Sr|Zn,1,2,4,4,3,1,4,4,0,1,4,1
9450,2741,Pb|Pd|Yb,0,0,0,3,2,3,3,0,1,3,4,3
9451,190,La|Th,4,2,1,4,3,4,0,3,0,0,2,1
9452,2742,As|Pr|Ru,1,2,2,1,1,2,0,4,0,1,4,4
9453,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,2,0,1,0,4,1
9454,947,Bi|Cu|Nd|O|Sr|Y,4,3,4,4,3,0,1,2,4,2,2,0
9455,838,Ce|Cu|Si,2,0,4,4,1,2,0,1,2,1,0,1
9456,1433,Hf|Mo,2,3,1,3,0,1,0,3,1,0,2,0
9457,1867,As|F|Fe|Mn|Nd|O,0,1,3,3,3,2,2,4,2,4,0,0
9458,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,3,3,3,4,4,3
9459,2743,Ca|Cu|Dy|O|Pb|Sr,2,4,0,1,4,1,1,4,3,1,3,0
9460,570,In|Sn|Te,4,0,3,1,2,1,0,0,0,2,0,4
9461,2744,C|Cs|Hg,3,4,4,0,0,3,2,4,1,2,3,1
9462,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,0,3,0,0,4,0
9463,910,Bi|Cu|Se,4,1,4,4,1,3,2,3,3,2,1,2
9464,1962,B,2,1,2,2,3,0,1,3,2,2,1,3
9465,2268,Ba|Ca|Cu|La|Ni|O,0,2,3,4,4,3,0,0,3,2,4,0
9466,46,As|Ba|Co|Fe|Zn,1,3,3,2,1,3,0,4,4,3,3,3
9467,436,Ba|Cu|Eu|O|Pr|Sr,4,0,2,2,2,1,3,3,1,0,3,3
9468,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,0,1,4,4,2,0
9469,379,Ce|In|Ir|Rh,0,1,4,3,1,0,0,2,0,2,1,4
9470,429,Cu|La|Ni|O|Sr,0,4,1,1,3,1,1,4,0,2,1,0
9471,810,Cu|La|O|Sr|Ti,2,2,3,0,2,0,2,4,0,3,3,3
9472,798,Ga|Nb|Ni,4,3,3,0,4,1,0,0,1,0,3,2
9473,1195,Ba|Ca|Cu|F|O,4,2,2,3,2,3,1,3,1,3,1,3
9474,1068,B|Be|Mg,2,0,0,2,3,3,1,2,4,0,3,2
9475,605,Ba|Cu|O|Pr|Sr|Yb,1,4,0,3,1,2,1,4,3,1,2,4
9476,395,Ba|Bi|K|O|Pr,3,3,3,4,4,3,2,4,0,4,1,4
9477,216,Cu|La|O|Sr,4,4,1,1,0,1,3,1,4,1,1,4
9478,991,C|W|Y,1,0,3,2,0,0,4,1,1,1,2,0
9479,79,Fe|Se|Te,4,3,3,0,1,3,3,1,3,3,2,0
9480,617,Ba|Cu|O|Pr|Yb,4,3,4,2,0,1,1,2,1,0,0,1
9481,888,As|Co|Fe|Sr,1,4,2,2,1,2,4,2,1,1,4,2
9482,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,3,3,3,0,1,2
9483,1298,Ba|Ca|Ce|Cu|La|O,1,4,3,1,4,3,4,3,3,3,4,0
9484,2533,C|H|K|N|Na,3,2,4,0,0,4,1,4,3,3,0,0
9485,65,Ba|Bi|K|O,3,2,0,2,0,0,1,0,3,0,3,3
9486,630,B|Lu|Zr,1,3,0,4,0,0,3,3,0,1,2,1
9487,23,Nb|Sn|V,0,0,1,0,2,4,0,4,1,1,2,4
9488,2039,Rh|Th,3,2,2,2,1,2,3,3,1,4,2,1
9489,872,Ba|Si|Sr,3,4,2,4,3,2,4,3,4,3,2,2
9490,684,Ba|Ca|Cu|Hg|O,0,1,4,0,4,3,2,0,1,0,4,4
9491,1055,Co|Ga|Zr,1,1,3,2,0,1,1,0,3,1,1,1
9492,1982,C|La|Th,2,2,4,4,3,4,1,1,2,2,1,3
9493,1022,F|Li|O|Rb|W,1,4,4,1,3,0,0,1,3,0,2,2
9494,675,Ba|Cu|O|Sm,0,0,0,2,2,0,0,4,1,0,0,0
9495,1147,Co|Ru,2,1,1,4,3,1,2,4,3,2,4,3
9496,1100,As|Ba|Fe|P,1,0,1,4,3,0,1,1,3,3,1,3
9497,507,Ba|Cu|H|O|Y,2,1,2,4,1,2,4,0,0,2,0,2
9498,822,Ba|C|Ca|Cu|O,0,1,4,4,0,3,3,0,3,2,0,2
9499,2436,Al|La|Pd|U,1,0,1,2,4,2,0,2,4,2,3,4
9500,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,2,3,1,3,1
9501,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,3,0,0,4,2,4
9502,2745,B|Ba|C|Ca|Cu|O|Sr,4,4,0,1,1,4,3,1,4,3,3,2
9503,2746,As|Ba|Fe|Pr,2,3,0,1,2,0,3,1,0,3,3,3
9504,1419,Bi|F|O|S,3,2,1,1,3,3,4,4,4,1,0,3
9505,2747,B|Mo|V,1,0,1,3,4,3,1,3,0,4,3,4
9506,450,Ba|Cu|F|O|Y,1,3,4,2,1,2,0,0,3,0,1,0
9507,49,Ba|Cu|La|O,3,0,2,4,3,0,0,4,1,2,1,3
9508,962,H|Th,2,0,3,4,2,3,0,3,4,2,1,0
9509,173,Ba|Ge|Ni|P,1,1,1,1,0,4,3,0,2,1,0,0
9510,2748,Bi|Cu|Te,3,2,3,1,2,1,2,3,2,1,0,0
9511,2057,Fe|Rb|Se|Te,4,1,3,1,3,0,2,4,4,3,3,3
9512,12,Ba|Ca|Cu|O|Y,3,3,3,3,4,4,2,4,2,3,0,3
9513,2711,As|F|Fe|Gd|O,0,4,0,3,3,4,3,2,2,4,1,4
9514,216,Cu|La|O|Sr,4,4,1,1,0,1,4,1,2,0,0,4
9515,1860,Cl|N|Na|Ti,2,3,0,3,1,0,4,2,2,4,2,2
9516,2375,Ir|Lu|Si|Yb,2,4,3,2,2,2,2,4,1,1,4,2
9517,496,In|Pb,4,0,3,1,4,2,0,0,2,3,0,2
9518,2749,Cu|Nd|O|Y,2,4,3,0,1,3,3,2,4,3,2,3
9519,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,0,3,4,1,1,0
9520,191,Li|O|Ti,0,1,1,4,4,2,0,1,0,2,0,4
9521,499,Mo|Tc,2,3,0,0,0,1,1,0,3,4,3,1
9522,2750,La|Sc,4,0,3,1,0,0,1,2,0,4,2,2
9523,1676,Ni|S|Ta,1,3,3,4,4,2,4,2,3,1,3,0
9524,31,Ba|Cu|O|Pr|Sr|Y,0,2,3,4,1,0,0,0,4,1,3,2
9525,1674,Ba|Ca|Cu|Nd|O|Sr,3,3,0,0,1,0,4,2,1,2,3,1
9526,2226,Tc|Zr,3,1,2,3,0,2,0,3,3,4,0,2
9527,1116,Ge|Pd|Si|Sr,2,2,3,0,3,1,4,2,0,4,3,0
9528,239,As|Ba|Fe|Ru,0,3,3,1,1,3,2,1,1,3,3,2
9529,2751,Cu|O|S|Sr|Y,0,2,1,0,3,4,2,4,1,3,1,1
9530,86,Ba|Cu|O|Y,4,4,4,2,0,4,1,2,2,0,2,4
9531,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,1,1,2,4,4,0
9532,2113,B|C|Cu|Ni|Y,3,2,2,1,0,2,2,2,4,1,1,0
9533,981,Si|Ti|V,1,1,2,1,0,2,2,3,4,1,1,4
9534,438,Cu|Nd|O,4,1,0,3,4,2,0,2,2,3,0,2
9535,923,Mo|Pt|Re,2,0,3,1,2,3,1,1,3,0,1,1
9536,68,Bi|Sn,2,3,2,0,3,1,1,3,3,0,2,1
9537,84,H|Pd,0,4,3,0,4,4,2,4,2,4,2,2
9538,124,B|Er|Ho|Rh,1,0,1,4,0,2,0,4,2,4,3,0
9539,394,Ca|Cl|Cu|K|O,0,3,0,2,3,2,3,0,2,2,2,4
9540,42,Cu|La|O|Sr|Zn,1,2,4,4,3,1,0,2,4,1,4,1
9541,2752,Ce|Cu|Eu|Nd|O|Pb|Sr,1,4,3,0,2,1,1,0,4,1,2,3
9542,1661,B|Ru,3,2,0,1,3,2,4,4,1,0,3,3
9543,2753,As|Pd|Sr,2,4,0,1,3,2,1,2,4,1,3,2
9544,924,Ag|Al,2,0,0,3,3,1,1,0,3,3,0,0
9545,65,Ba|Bi|K|O,3,2,0,2,0,0,4,2,0,4,2,3
9546,2497,Cu|Gd|O|Ru|Sr|Ti,3,3,1,1,3,3,1,1,3,1,2,2
9547,2754,Al|La|Rh,3,4,4,2,3,2,1,0,4,4,4,1
9548,1439,Pd|Rh|Zr,4,3,4,0,2,2,2,2,4,4,0,1
9549,992,Bi|F|La|O|S,2,2,2,4,4,1,3,2,1,0,0,3
9550,544,As|Ba|Co|Cu|Fe,2,4,1,3,0,1,1,2,4,0,0,1
9551,390,Ce|Cu|Nd|O|Y,3,1,2,4,4,2,3,2,0,3,4,3
9552,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,1,4,2,0,4,4
9553,586,Bi|Ca|Cu|Ga|O|Pb|Sr,2,4,0,0,0,4,1,3,4,3,1,0
9554,43,Fe|K|Se,2,2,3,2,1,3,1,4,3,3,4,0
9555,2755,Ca|Rh,4,3,1,0,2,0,0,2,2,4,3,0
9556,1375,Fe|Ni|U,4,3,1,4,4,4,0,2,0,1,0,1
9557,1888,As|Fe|Ni|Sr,3,2,4,0,0,2,4,0,3,0,3,1
9558,106,Nb|Ru,2,2,3,4,1,3,0,1,4,4,4,0
9559,86,Ba|Cu|O|Y,4,4,4,2,0,4,3,3,0,2,0,4
9560,644,Ir|Pt|Te,4,2,1,2,3,2,2,3,1,1,2,0
9561,241,Ga|V,4,3,1,0,4,2,1,0,3,0,2,0
9562,1793,B|Lu|Ru|Tm,4,0,3,4,3,3,1,2,4,2,0,1
9563,1546,Rh|Y,1,3,2,2,0,1,0,4,1,3,0,3
9564,2756,Ba|Ce|Cu|Dy|O,0,2,4,0,1,0,3,3,4,0,3,4
9565,144,B|C|Dy|Ho|Ni,3,1,4,4,2,0,3,3,4,0,4,1
9566,2094,Ge|Pt|Sr,4,2,3,1,1,1,4,0,2,3,3,1
9567,915,Sb|Sn,1,2,4,3,0,3,2,1,3,3,1,1
9568,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,1,0,4,1,4,1
9569,1946,As|Ce|F|Fe|O,4,3,0,0,3,0,2,1,4,2,1,2
9570,1591,B|Mg|Ti,0,3,3,2,4,3,3,4,0,4,1,3
9571,2757,Br|N|Zn|Zr,1,2,0,4,2,2,0,2,2,1,3,3
9572,1017,Ba|Ca|Cu|Lu|O,1,0,2,3,3,0,3,1,3,3,0,4
9573,224,Ce|Cu|La|Nd|O,3,0,0,4,2,0,3,1,2,4,1,2
9574,46,As|Ba|Co|Fe|Zn,1,3,3,2,1,3,2,4,2,0,0,3
9575,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,0,4,1,3,4,0
9576,1118,Ce|Cu|Nd|O|Zn,3,0,2,0,3,2,4,1,4,2,1,2
9577,16,Cu|Mo|S,0,3,1,3,0,4,2,0,2,3,3,3
9578,455,Ba|Cu|O|Tl,1,1,3,2,4,3,2,1,3,2,2,2
9579,1163,Au|Nb|V,3,4,1,3,2,2,1,1,3,3,0,0
9580,728,C|Th|Y,4,0,4,1,4,1,1,4,4,1,3,4
9581,62,Al|Ge|Nb,2,3,3,0,1,3,2,3,1,3,0,2
9582,216,Cu|La|O|Sr,4,4,1,1,0,1,3,4,4,0,1,4
9583,331,As|Co|Fe|Na,0,3,1,4,4,0,3,2,0,3,1,3
9584,1559,Mo|Pb|S|Se,2,3,0,0,2,3,4,0,3,2,0,3
9585,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,0,4,0,4,0,2
9586,2758,Li|Mo|O,2,4,1,1,1,0,2,3,2,2,3,1
9587,183,Ba|Ca|Cu|O|Tl,2,3,4,2,0,4,0,2,0,0,4,2
9588,2759,Ga|Ni|V,3,1,1,2,2,0,3,2,1,0,0,4
9589,86,Ba|Cu|O|Y,4,4,4,2,0,4,3,3,1,2,1,4
9590,741,Cu|Mo|O|Sr|Tb,1,4,3,3,0,1,2,2,3,2,4,0
9591,2760,Al|Er,4,3,4,1,1,0,2,3,3,4,2,0
9592,813,Ru|V,4,2,0,1,3,1,4,3,3,2,2,2
9593,413,B|Ba|Cu|O|Sr|Y,0,1,4,4,2,2,4,1,4,1,4,4
9594,570,In|Sn|Te,4,0,3,1,2,1,4,0,2,3,4,4
9595,581,Ti|V,3,1,3,1,1,2,4,1,2,0,4,0
9596,1419,Bi|F|O|S,3,2,1,1,3,3,1,1,2,0,3,3
9597,543,Nb|Pt|Rh,4,0,1,2,3,4,2,0,1,3,1,3
9598,1671,B|Er|Ir|Rh,1,4,2,4,0,1,0,1,0,0,3,2
9599,10,Cu|La|O|Pb|Sr,3,0,0,3,2,2,4,4,4,3,0,3
9600,2041,B|Re,3,0,3,2,4,1,2,3,2,1,2,3
9601,2171,Ir|O|Ti,4,4,4,2,2,0,0,3,2,0,2,4
9602,1137,Ca|Cl|Cu|Na|O,2,2,4,3,3,0,1,2,3,2,1,1
9603,1693,Bi|O|Rb,4,1,4,2,2,3,0,4,0,3,4,4
9604,554,Ce|Cu|Eu|La|O,4,3,3,4,1,0,2,0,3,2,4,3
9605,192,Nb|Ta|Ti,2,0,0,2,0,4,3,2,0,4,3,0
9606,1945,Bi|Ca|Cu|Nd|O|Pb|Sr|Tb,2,0,2,0,0,4,3,1,1,2,0,2
9607,1270,La|Se,3,0,0,4,3,4,2,2,2,4,0,0
9608,871,Cu|O|Sr|Ti|Y,3,2,4,2,1,3,1,2,3,0,0,3
9609,502,Al|Mg|Si,1,0,3,0,3,2,3,0,4,1,4,3
9610,245,As|Ca|Fe|Pr|Pt,0,0,4,4,1,0,0,4,1,4,2,3
9611,2761,Al|Cr|Nb,0,2,2,2,1,4,1,0,4,4,1,4
9612,12,Ba|Ca|Cu|O|Y,3,3,3,3,4,4,2,3,1,0,2,3
9613,1933,Cu|Ir|Te,0,4,2,0,4,3,3,0,0,3,0,1
9614,1594,La|P|Ru,3,3,4,2,3,1,0,2,4,4,4,0
9615,2762,As|Ca|Fe|H|La,1,1,3,0,4,2,2,4,3,3,0,2
9616,294,Al|As|Ca|Fe|O|Ti,1,2,2,1,3,3,0,2,3,0,2,1
9617,2195,Ce|Co|In|Nd,1,4,4,2,1,1,1,1,4,2,2,4
9618,2763,Bi|Ce|Cu|Gd|O|Sr,1,1,4,2,0,0,1,3,2,0,4,3
9619,2375,Ir|Lu|Si|Yb,2,4,3,2,2,2,0,1,0,4,4,2
9620,1419,Bi|F|O|S,3,2,1,1,3,3,0,4,3,0,0,3
9621,476,Ba|Cu|Ga|O|Y,0,1,1,0,4,0,4,4,1,1,2,1
9622,450,Ba|Cu|F|O|Y,1,3,4,2,1,2,3,0,1,4,1,0
9623,208,In|Sn,3,3,1,1,0,1,2,0,4,4,0,2
9624,1591,B|Mg|Ti,0,3,3,2,4,3,2,2,4,1,1,3
9625,662,B|Ho|Ir|Rh,0,3,2,2,4,1,1,1,3,4,4,4
9626,866,Ba|Cs|Cu|O|Y,3,2,0,0,2,2,0,3,2,4,3,3
9627,2614,C|Ti|W,4,0,2,4,3,1,2,1,2,4,4,0
9628,82,Fe|Ni|Zr,3,2,1,0,0,4,2,0,4,4,3,0
9629,375,Ba|Be|Ca|Cu|O|Tl,2,4,1,0,4,1,3,0,4,1,2,0
9630,2764,Bi|Cu|O|Pb|Pr|Sr,3,2,0,0,1,2,4,0,4,4,0,2
9631,1024,C|Mo|Ru,3,3,3,4,4,4,0,1,0,0,1,1
9632,2765,Ag|I,2,0,1,0,3,4,0,4,1,2,1,2
9633,118,Ir|Mo,3,0,4,2,3,3,1,3,1,2,4,0
9634,2243,As|Sn,1,2,2,4,3,3,3,1,3,2,2,2
9635,1799,Fe|Zr,0,3,4,0,1,4,4,4,1,1,0,0
9636,1498,Ba|Cu|La|O|Pr,1,3,0,4,4,0,2,2,0,2,4,2
9637,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,0,2,2,4,3,2
9638,197,In|Mo|Se,2,4,4,2,1,3,3,1,1,4,4,1
9639,2592,Ca|Cu|Hg|O|Pr|Sr,3,2,4,2,4,3,4,1,2,1,4,4
9640,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,3,0,3,3,1,4
9641,338,As|Ce|Fe|H|O,3,0,1,0,2,1,1,4,2,4,0,0
9642,2766,Ce|Cu|O|Sr|V|Y,3,0,2,0,2,2,3,4,4,0,0,1
9643,1712,Br|Ca|Cl|Cu|Na|O,2,0,4,3,4,4,1,0,0,4,2,0
9644,369,Hg|In,1,1,2,1,4,3,3,3,3,1,2,3
9645,817,Ce|Cu|Gd|O|Sm,1,1,0,4,3,4,3,1,0,2,4,2
9646,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,1,3,2,2,3,4
9647,127,Cd|In,3,3,3,1,3,1,1,0,1,2,0,2
9648,204,Cu|La|O|Pr|Sr,1,1,2,0,1,0,3,3,0,3,1,0
9649,2767,Bi|Ca|Cu|Eu|O,3,4,2,3,3,3,2,1,0,2,0,0
9650,2768,As|Bi|Pb|Sb,0,0,2,1,3,4,2,1,2,0,1,4
9651,119,As|F|Fe|La|O,3,1,1,1,3,4,3,2,2,3,4,2
9652,1712,Br|Ca|Cl|Cu|Na|O,2,0,4,3,4,4,0,3,3,3,0,0
9653,2189,As|Ba|Fe|La,0,1,4,1,2,1,3,4,3,2,1,0
9654,1779,Al|Cr|V,2,2,3,4,1,0,3,4,2,3,4,3
9655,1924,Ag|Se|Sn,3,4,1,1,2,0,4,2,0,0,1,4
9656,216,Cu|La|O|Sr,4,4,1,1,0,1,0,4,4,1,3,4
9657,216,Cu|La|O|Sr,4,4,1,1,0,1,1,4,2,0,0,4
9658,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,4,2,2,1,1,3
9659,495,Nb|Se,0,3,0,4,4,0,2,4,0,1,2,3
9660,721,Ga|Nb|Sn,0,2,4,2,3,2,4,2,4,0,3,1
9661,1453,Eu|La,4,2,1,2,2,2,4,2,2,2,2,0
9662,535,Hf|Ta,0,2,0,3,2,0,3,0,1,0,3,2
9663,1543,Ag|Ge,3,2,3,2,2,1,0,1,2,4,0,2
9664,351,Ba|Cu|Hg|O,0,1,0,3,3,4,0,0,2,0,0,2
9665,1677,Bi|F|Nd|O|S|Sm,0,2,2,0,1,4,1,4,1,0,3,3
9666,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,1,4,4,1,4,2
9667,2047,N|Nb|Zr,1,2,0,4,1,3,3,1,0,4,1,1
9668,709,Be|Mo|Re,1,4,1,3,1,4,0,0,2,0,0,4
9669,126,Bi|Ca|Cu|Nd|O|Pb|Sr,2,4,0,2,0,1,2,3,3,3,4,4
9670,32,Ce|Cu|Gd|Nd|O,4,3,1,4,4,4,2,1,3,1,4,4
9671,1606,As|Ni|Pd,0,0,2,2,0,3,4,2,0,0,0,4
9672,2769,C|Pt|Rh|U,3,3,0,4,0,3,3,4,3,3,0,2
9673,160,Ba|Cu|O|Re|Y,2,4,2,2,0,0,4,4,2,2,3,0
9674,925,Ba|Cu|Gd|O|Sr,4,4,0,1,2,0,0,0,4,0,1,4
9675,2179,Pd|Sn|Yb,2,3,2,4,1,3,3,3,4,2,2,1
9676,157,Cu|Ge,2,1,0,0,0,1,3,4,4,2,1,2
9677,62,Al|Ge|Nb,2,3,3,0,1,3,0,4,2,4,1,2
9678,216,Cu|La|O|Sr,4,4,1,1,0,1,1,3,0,4,4,4
9679,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,3,1,1,2,3,4
9680,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,4,3,0,0,3,0
9681,2100,C|Ta|W,1,0,0,2,3,4,2,2,2,2,0,2
9682,2764,Bi|Cu|O|Pb|Pr|Sr,3,2,0,0,1,2,3,2,2,4,1,2
9683,192,Nb|Ta|Ti,2,0,0,2,0,4,2,2,4,0,3,0
9684,513,Ir|Y,4,2,2,2,1,1,4,1,1,1,0,4
9685,2201,Ba|Cu|Ga|La|O,1,2,2,4,3,1,1,2,2,1,3,0
9686,1754,As|F|Fe|Nd|O|Ru,1,1,0,0,2,2,2,1,2,2,0,4
9687,1113,Ca|Cu|O|Sr|Th|Tl,2,4,4,3,0,1,2,1,1,0,2,0
9688,928,Al|Nb|Zr,1,4,4,0,0,2,3,1,3,2,2,1
9689,528,C|Hf|Mo,0,1,2,4,1,3,0,2,2,2,1,4
9690,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,4,3,4,3,0,1
9691,495,Nb|Se,0,3,0,4,4,0,1,0,2,1,2,3
9692,44,Cu|La|Nd|O|Sr,3,0,2,3,4,2,2,1,0,2,4,0
9693,2353,Ba|Ca|Cu|Fe|La|O,1,4,1,1,3,2,2,3,1,2,3,0
9694,487,Ba|Cu|Eu|O,3,1,0,1,2,0,4,0,3,0,3,2
9695,1016,Ba|Cu|Mo|O|Sr|Y,0,3,1,4,3,0,0,0,3,3,3,3
9696,886,Ba|Si,1,0,4,0,3,1,2,2,0,0,3,3
9697,1155,Ge|Pt|Y,2,4,4,1,1,3,3,4,1,1,4,0
9698,128,Cl|Li|N|Zr,1,1,2,3,1,1,0,0,1,1,4,4
9699,396,As|F|Fe|La|O|Zn,3,0,0,4,4,4,0,0,3,2,4,0
9700,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,0,3,1,0,1,0
9701,1012,Ba|C|Cu|N|O|Sr|Tl,2,1,1,0,3,3,0,1,1,0,0,3
9702,2762,As|Ca|Fe|H|La,1,1,3,0,4,2,0,4,3,0,4,2
9703,61,Ge|La|Pt,2,2,3,1,1,4,1,4,2,0,0,3
9704,273,Bi|Cu|La|O|Pb|Sr,4,4,0,0,0,1,0,1,1,3,3,2
9705,374,Ba|Bi|O|Pb,1,3,3,2,1,2,2,2,4,2,3,0
9706,1167,Bi|F|Nd|O|S,3,4,2,0,1,0,2,2,0,4,0,1
9707,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,1,2,4,3,0,2
