# dataset A: 21263 rows, 3365 chemical families. data/train.csv rows; family = tc_pipeline.chemical_families(data/unique_m.csv).
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4
16530,1817,Nb|Zr,1,1,1,1,0,2,2,3,4,1,4
16531,1891,Re|V,2,3,0,3,0,2,2,2,0,0,2
16532,1713,Ir|V,4,1,1,0,2,2,3,0,3,2,3
16533,1883,Pt|V,1,4,4,4,3,0,1,2,0,4,3
16534,1222,Mo|Re,3,1,3,3,1,1,2,3,4,4,3
16535,1222,Mo|Re,3,1,3,3,1,1,2,2,3,0,0
16536,1890,Re|W,2,3,4,2,0,3,0,4,2,0,3
16537,1778,Mo|Tc,2,4,2,3,0,2,3,1,2,3,0
16538,2549,Pd|Ti,1,0,4,3,4,2,1,4,4,4,3
16539,2549,Pd|Ti,1,0,4,3,4,2,0,4,4,0,3
16540,2549,Pd|Ti,1,0,4,3,4,2,3,4,2,3,0
16541,2549,Pd|Ti,1,0,4,3,4,2,3,1,2,1,0
16542,2549,Pd|Ti,1,0,4,3,4,2,3,3,1,0,0
16543,2549,Pd|Ti,1,0,4,3,4,2,1,2,3,4,2
16544,2549,Pd|Ti,1,0,4,3,4,2,3,4,2,1,3
16545,2549,Pd|Ti,1,0,4,3,4,2,1,0,3,1,2
16546,2549,Pd|Ti,1,0,4,3,4,2,0,1,4,1,4
16547,2549,Pd|Ti,1,0,4,3,4,2,2,4,4,3,0
16548,2549,Pd|Ti,1,0,4,3,4,2,1,0,4,3,2
16549,2549,Pd|Ti,1,0,4,3,4,2,4,0,2,0,3
16550,1647,Hf|Mo,2,2,2,3,2,3,4,2,3,2,1
16551,1647,Hf|Mo,2,2,2,3,2,3,0,4,0,4,4
16552,1647,Hf|Mo,2,2,2,3,2,3,4,4,0,0,4
16553,1149,Si|V,4,4,0,4,3,1,1,3,0,2,2
16554,1149,Si|V,4,4,0,4,3,1,1,3,1,1,0
16555,1000,Nb|Se,0,2,1,4,0,2,3,4,0,4,1
16556,1240,Nb|Si,0,2,3,3,2,4,1,0,1,0,3
16557,1240,Nb|Si,0,2,3,3,2,4,2,4,4,2,4
16558,1240,Nb|Si,0,2,3,3,2,4,1,4,3,4,1
16559,1240,Nb|Si,0,2,3,3,2,4,3,0,3,1,1
16560,1144,Nb|Sn,4,4,1,2,2,3,1,4,4,0,0
16561,1000,Nb|Se,0,2,1,4,0,2,4,2,2,2,4
16562,1792,Nb|Pd,1,4,1,2,4,2,4,4,0,0,3
16563,1792,Nb|Pd,1,4,1,2,4,2,3,0,0,4,2
16564,1792,Nb|Pd,1,4,1,2,4,2,3,1,0,4,4
16565,1792,Nb|Pd,1,4,1,2,4,2,0,0,3,1,1
16566,1792,Nb|Pd,1,4,1,2,4,2,0,3,1,3,3
16567,1792,Nb|Pd,1,4,1,2,4,2,4,4,0,2,3
16568,2551,Mo|Nb|Pd,0,2,2,1,4,3,1,3,2,3,1
16569,2551,Mo|Nb|Pd,0,2,2,1,4,3,0,1,1,3,4
16570,2551,Mo|Nb|Pd,0,2,2,1,4,3,1,3,2,0,3
16571,2551,Mo|Nb|Pd,0,2,2,1,4,3,0,4,3,2,3
16572,2551,Mo|Nb|Pd,0,2,2,1,4,3,2,2,0,0,1
16573,2552,Nb|Pd|W,3,2,2,1,3,4,2,4,0,4,1
16574,2553,H|Nb|Pd,3,2,1,1,2,1,2,0,4,4,4
16575,2553,H|Nb|Pd,3,2,1,1,2,1,2,3,2,4,2
16576,2553,H|Nb|Pd,3,2,1,1,2,1,2,1,2,1,2
16577,2553,H|Nb|Pd,3,2,1,1,2,1,2,0,3,0,3
16578,2553,H|Nb|Pd,3,2,1,1,2,1,1,0,2,3,1
16579,2553,H|Nb|Pd,3,2,1,1,2,1,0,1,4,1,4
16580,2553,H|Nb|Pd,3,2,1,1,2,1,2,2,4,0,1
16581,2553,H|Nb|Pd,3,2,1,1,2,1,3,2,1,4,1
16582,2553,H|Nb|Pd,3,2,1,1,2,1,3,3,0,2,4
16583,2553,H|Nb|Pd,3,2,1,1,2,1,4,4,1,1,4
16584,2553,H|Nb|Pd,3,2,1,1,2,1,1,0,4,3,1
16585,2553,H|Nb|Pd,3,2,1,1,2,1,3,3,2,4,4
16586,2553,H|Nb|Pd,3,2,1,1,2,1,2,0,1,1,0
16587,2554,H|Mo|Nb|Pd,1,0,3,4,0,0,4,3,2,0,1
16588,2554,H|Mo|Nb|Pd,1,0,3,4,0,0,0,0,0,1,2
16589,2554,H|Mo|Nb|Pd,1,0,3,4,0,0,1,0,0,3,1
16590,2554,H|Mo|Nb|Pd,1,0,3,4,0,0,2,3,4,3,4
16591,2555,H|Nb|Pd|W,0,1,1,0,4,4,4,3,1,4,4
16592,2556,C|N|Ta,0,2,4,0,2,2,4,3,2,1,3
16593,2556,C|N|Ta,0,2,4,0,2,2,0,0,2,1,0
16594,2556,C|N|Ta,0,2,4,0,2,2,3,3,0,3,0
16595,2556,C|N|Ta,0,2,4,0,2,2,3,2,4,2,3
16596,2556,C|N|Ta,0,2,4,0,2,2,1,3,0,0,4
16597,1114,C|Ta,0,0,1,1,4,2,4,4,0,0,3
16598,1006,Te|Zr,0,4,2,1,3,3,1,0,3,4,4
16599,1133,N|S,1,4,4,2,2,1,3,2,3,4,4
16600,1133,N|S,1,4,4,2,2,1,0,1,2,1,1
16601,1049,N|V,2,1,4,4,2,1,2,2,2,1,2
16602,1049,N|V,2,1,4,4,2,1,0,0,3,4,2
16603,1053,Mo|N,0,4,2,3,2,4,0,2,2,3,4
16604,1053,Mo|N,0,4,2,3,2,4,2,2,3,1,0
16605,2557,Lu|Si,3,3,2,3,0,2,1,2,2,3,3
16606,218,Li|O|Ti,0,0,0,0,3,0,4,0,1,2,2
16607,218,Li|O|Ti,0,0,0,0,3,0,0,1,4,2,3
16608,218,Li|O|Ti,0,0,0,0,3,0,0,4,3,1,1
16609,218,Li|O|Ti,0,0,0,0,3,0,0,4,0,4,0
16610,1216,Ge|La,2,3,1,3,3,4,2,1,2,2,0
16611,1739,La|Sn,3,2,3,2,2,2,2,2,1,4,3
16612,1739,La|Sn,3,2,3,2,2,2,4,4,4,1,1
16613,1718,La|Lu,2,4,3,2,4,4,0,1,2,3,1
16614,1735,La|Y,3,1,0,2,1,3,1,4,1,2,1
16615,1724,La|Pr,0,2,2,3,3,2,1,3,1,3,2
16616,2436,La|Yb,4,2,3,3,4,0,3,0,4,1,1
16617,2425,La|Nd,3,4,2,0,0,1,1,2,0,1,0
16618,1214,Al|La,1,3,4,4,3,4,2,3,1,0,2
16619,2558,Al|Ce|La,2,4,3,0,4,4,2,4,0,0,0
16620,2558,Al|Ce|La,2,4,3,0,4,4,4,4,0,2,0
16621,2558,Al|Ce|La,2,4,3,0,4,4,0,3,0,0,0
16622,1343,Al|Gd|La,4,2,3,1,1,1,2,1,3,2,1
16623,1343,Al|Gd|La,4,2,3,1,1,1,0,1,0,0,2
16624,1343,Al|Gd|La,4,2,3,1,1,1,3,0,0,1,1
16625,1739,La|Sn,3,2,3,2,2,2,3,4,0,2,0
16626,1739,La|Sn,3,2,3,2,2,2,3,3,1,4,3
16627,1214,Al|La,1,3,4,4,3,4,4,4,4,3,2
16628,1739,La|Sn,3,2,3,2,2,2,0,3,2,2,4
16629,2559,Ce|La|Sn,0,1,4,1,4,1,3,4,4,1,4
16630,2559,Ce|La|Sn,0,1,4,1,4,1,3,1,0,1,2
16631,2559,Ce|La|Sn,0,1,4,1,4,1,0,3,4,3,4
16632,2559,Ce|La|Sn,0,1,4,1,4,1,2,3,1,0,2
16633,2559,Ce|La|Sn,0,1,4,1,4,1,3,2,0,4,3
16634,218,Li|O|Ti,0,0,0,0,3,0,4,2,1,3,0
16635,218,Li|O|Ti,0,0,0,0,3,0,4,3,1,0,0
16636,218,Li|O|Ti,0,0,0,0,3,0,2,0,2,1,2
16637,1222,Mo|Re,3,1,3,3,1,1,1,4,1,4,2
16638,1782,N|Nb,3,3,1,0,4,1,1,3,1,3,2
16639,2121,Mo|S,1,4,2,0,1,2,4,3,4,2,0
16640,1092,Mo|Se,4,3,3,0,1,4,0,1,3,1,2
16641,1762,Mo|Os,0,1,4,3,4,0,0,2,2,1,4
16642,1758,Mo|Nb,3,0,1,4,4,2,3,4,2,4,1
16643,1758,Mo|Nb,3,0,1,4,4,2,3,2,0,1,3
16644,2113,La|Ni,1,0,1,1,0,0,0,0,4,1,0
16645,1148,La|Os,1,1,3,0,3,0,2,2,1,0,1
16646,1148,La|Os,1,1,3,0,3,0,3,3,0,4,1
16647,1732,La|S,4,1,0,1,0,4,1,2,1,2,2
16648,1732,La|S,4,1,0,1,0,4,1,1,4,3,2
16649,1293,La|Se,3,1,2,0,0,2,2,4,0,0,0
16650,1737,La|Te,3,0,2,1,0,1,2,4,4,2,1
16651,2560,La|Sb,0,2,3,3,3,1,3,0,4,0,4
16652,1726,La|N,1,2,0,2,0,2,4,1,1,3,3
16653,2561,As|La,2,3,4,3,4,0,0,1,0,1,3
16654,2560,La|Sb,0,2,3,3,3,1,4,0,1,3,0
16655,2562,Bi|La|Sb,1,4,4,3,3,4,4,4,1,3,4
16656,2563,Bi|La,0,3,3,2,2,2,0,0,4,3,3
16657,2564,La|Sb|Y,2,3,1,4,3,0,3,3,2,0,3
16658,2565,Bi|La|Pb,0,0,4,4,2,3,2,0,2,0,1
16659,2565,Bi|La|Pb,0,0,4,4,2,3,0,4,2,4,0
16660,2565,Bi|La|Pb,0,0,4,4,2,3,2,2,1,2,1
16661,2563,Bi|La,0,3,3,2,2,2,0,4,2,3,3
16662,2560,La|Sb,0,2,3,3,3,1,0,1,3,0,0
16663,2563,Bi|La,0,3,3,2,2,2,1,1,0,1,1
16664,1733,La|Ru,0,2,3,0,2,4,0,1,3,4,0
16665,1733,La|Ru,0,2,3,0,2,4,3,4,3,3,1
16666,1733,La|Ru,0,2,3,0,2,4,3,3,3,3,4
16667,1610,Ga|La,4,1,0,2,0,1,2,2,0,4,1
16668,1306,In|La,0,4,4,1,3,3,4,1,4,2,1
16669,1739,La|Sn,3,2,3,2,2,2,0,1,1,1,0
16670,1214,Al|La,1,3,4,4,3,4,1,3,4,1,3
16671,1216,Ge|La,2,3,1,3,3,4,3,2,1,4,1
16672,2113,La|Ni,1,0,1,1,0,0,4,3,3,1,1
16673,1733,La|Ru,0,2,3,0,2,4,2,1,0,4,4
16674,1549,Co|La,4,0,1,1,2,1,0,4,1,0,3
16675,1308,Gd|In|La,3,4,2,2,4,3,2,3,1,1,3
16676,1308,Gd|In|La,3,4,2,2,4,3,4,4,3,3,2
16677,2113,La|Ni,1,0,1,1,0,0,4,3,4,0,1
16678,1549,Co|La,4,0,1,1,2,1,0,4,3,3,2
16679,1656,Hg|In,0,1,3,0,2,0,3,4,3,0,2
16680,1656,Hg|In,0,1,3,0,2,0,0,2,4,3,1
16681,1226,Ir|Nb,1,2,1,0,3,1,4,0,1,1,4
16682,2566,Ir|Nb|O,0,0,4,2,3,2,1,1,4,0,0
16683,2566,Ir|Nb|O,0,0,4,2,3,2,4,0,0,4,1
16684,2567,C|Rh|Ta,3,2,0,0,4,2,4,3,0,4,1
16685,1228,Ir|Ta,1,2,1,2,1,4,4,2,3,4,2
16686,2568,Ge|P,4,3,3,4,4,0,1,4,2,0,0
16687,1141,Ge|Nb,3,4,1,2,1,2,3,0,3,0,4
16688,1149,Si|V,4,4,0,4,3,1,2,2,3,1,4
16689,2569,Ge|H|V,4,1,0,0,1,2,0,2,3,4,3
16690,1633,Ge|Mo,3,1,3,1,4,1,1,0,1,2,3
16691,1633,Ge|Mo,3,1,3,1,4,1,2,1,1,4,0
16692,1633,Ge|Mo,3,1,3,1,4,1,3,1,4,3,2
16693,983,H|Pd,1,0,2,3,4,2,2,2,2,2,0
16694,1641,Ge|V,2,4,2,2,3,3,4,4,3,1,2
16695,1240,Nb|Si,0,2,3,3,2,4,1,3,0,4,0
16696,1641,Ge|V,2,4,2,2,3,3,0,4,1,3,3
16697,1149,Si|V,4,4,0,4,3,1,0,0,3,2,2
16698,2545,Ge|Zr,4,2,1,1,4,0,2,2,2,2,0
16699,2570,Ge|Hf,2,2,1,2,0,0,0,2,0,4,3
16700,2571,Ga|Tb,1,1,0,1,0,2,4,1,1,4,0
16701,2572,Dy|Ga,2,0,3,1,3,1,3,4,2,1,0
16702,1143,Ga|V,4,3,1,2,4,1,1,1,0,2,4
16703,1143,Ga|V,4,3,1,2,4,1,4,4,1,3,4
16704,1143,Ga|V,4,3,1,2,4,1,3,0,0,4,1
16705,1143,Ga|V,4,3,1,2,4,1,0,0,4,3,0
16706,1143,Ga|V,4,3,1,2,4,1,0,3,3,0,0
16707,1143,Ga|V,4,3,1,2,4,1,4,3,3,3,1
16708,1143,Ga|V,4,3,1,2,4,1,4,0,0,1,3
16709,1143,Ga|V,4,3,1,2,4,1,3,0,3,2,1
16710,1143,Ga|V,4,3,1,2,4,1,0,3,4,3,1
16711,1143,Ga|V,4,3,1,2,4,1,2,4,1,4,0
16712,1619,Ga|Mo,4,4,4,1,4,2,4,0,3,0,0
16713,2573,Au|Ga|Mo,1,0,0,1,2,3,4,4,1,0,4
16714,1143,Ga|V,4,3,1,2,4,1,0,4,4,1,3
16715,1143,Ga|V,4,3,1,2,4,1,4,3,4,0,2
16716,1143,Ga|V,4,3,1,2,4,1,0,2,4,1,3
16717,1143,Ga|V,4,3,1,2,4,1,1,0,2,1,0
16718,1143,Ga|V,4,3,1,2,4,1,1,2,1,4,2
16719,1143,Ga|V,4,3,1,2,4,1,2,0,2,1,4
16720,1629,Ga|Y,2,3,2,0,4,4,1,4,2,4,2
16721,1587,Cu|S,4,1,2,4,3,1,3,1,3,1,1
16722,1586,Cu|S|Se,0,1,2,4,0,4,2,0,0,0,0
16723,1594,Cu|Se,0,3,4,2,1,0,4,4,0,0,3
16724,1593,Cu|Se|Te,2,1,1,3,2,4,0,4,3,2,4
16725,1616,Ga|Nb,1,3,4,3,2,1,3,0,3,4,1
16726,1143,Ga|V,4,3,1,2,4,1,0,0,4,3,0
16727,1616,Ga|Nb,1,3,4,3,2,1,3,2,0,4,3
16728,1782,N|Nb,3,3,1,0,4,1,2,3,1,0,1
16729,1782,N|Nb,3,3,1,0,4,1,3,3,4,3,3
16730,1782,N|Nb,3,3,1,0,4,1,2,0,1,3,0
16731,1782,N|Nb,3,3,1,0,4,1,3,0,2,2,0
16732,1507,C|N|Nb,1,1,1,2,2,4,1,1,3,4,3
16733,1616,Ga|Nb,1,3,4,3,2,1,1,2,4,0,2
16734,1787,Nb|Os,0,3,2,2,0,0,4,4,0,0,2
16735,1619,Ga|Mo,4,4,4,1,4,2,2,1,2,2,0
16736,2405,Ga|Mn|Mo,3,4,4,4,0,1,0,1,1,4,2
16737,2405,Ga|Mn|Mo,3,4,4,4,0,1,1,3,0,4,3
16738,1610,Ga|La,4,1,0,2,0,1,4,3,0,1,1
16739,1600,Eu|La,3,3,3,3,3,1,4,4,1,1,0
16740,1600,Eu|La,3,3,3,3,3,1,2,3,1,4,0
16741,983,H|Pd,1,0,2,3,4,2,1,3,1,1,0
16742,2506,Ge|Lu|Rh,1,0,4,2,2,3,3,4,4,4,4
16743,2574,Ca|Ge|Rh,0,0,4,1,0,2,3,3,2,1,0
16744,2575,Ca|Ge|Ir,1,2,2,4,3,1,0,2,1,2,3
16745,2576,Ge|La|Ru,3,3,2,3,2,4,2,1,0,0,3
16746,2577,Ge|La|Pd|Ru,4,3,1,0,3,1,4,3,4,1,3
16747,2578,Ca|Co|Ge,2,0,1,2,4,2,4,4,2,4,3
16748,2579,Co|Ge|La,1,3,1,4,0,4,1,2,0,3,3
16749,2467,Co|Sn|Yb,0,4,1,1,3,0,1,2,2,4,3
16750,2178,Ca|Rh|Sn,3,2,4,3,3,4,1,3,0,4,1
16751,2580,Rh|Sn|Sr,0,0,3,0,4,4,1,0,1,1,3
16752,2177,Rh|Sn|Yb,1,4,1,3,3,0,1,0,2,1,3
16753,2581,Ca|Ir|Sn,3,1,4,4,0,4,3,4,2,2,4
16754,2582,Ir|Sn|Sr,2,4,1,1,0,1,4,2,2,4,2
16755,2583,Ir|La|Sn,3,0,2,3,4,3,2,4,3,2,3
16756,2584,La|Pb|Rh,1,2,2,3,2,4,2,2,3,4,4
16757,2585,Ge|Rh|Sc,4,3,1,4,0,2,4,4,0,3,0
16758,2586,Ge|Ir|Sc,2,1,1,2,1,1,4,0,0,1,3
16759,2587,Ru|Sn|Y,1,2,4,4,0,0,1,2,3,1,3
16760,2588,Os|Sc|Sn,0,3,4,0,0,3,1,2,0,4,0
16761,2589,Os|Sn|Y,4,3,1,2,1,4,3,1,2,3,4
16762,2296,Os|Sn|Tb,4,4,0,0,2,0,3,4,2,1,4
16763,2297,Ho|Os|Sn,4,2,2,0,0,1,1,1,3,0,1
16764,2298,Er|Os|Sn,4,4,0,2,0,3,3,4,2,0,3
16765,2590,Os|Sn|Tm,3,3,4,3,1,1,2,2,0,2,2
16766,2591,Lu|Os|Sn,0,4,0,3,0,4,2,1,3,3,1
16767,2592,Ir|Sn|Y,4,2,4,3,4,3,1,1,3,3,1
16768,1642,Ge|Ta,1,0,2,2,4,3,2,0,1,2,4
16769,2593,Ge|Re,3,3,3,2,3,0,2,2,2,4,1
16770,1312,Ag|Al,4,3,4,1,1,1,0,3,3,0,3
16771,1312,Ag|Al,4,3,4,1,1,1,4,1,4,1,0
16772,1312,Ag|Al,4,3,4,1,1,1,0,0,4,1,3
16773,1312,Ag|Al,4,3,4,1,1,1,1,3,0,2,4
16774,1312,Ag|Al,4,3,4,1,1,1,3,4,4,2,2
16775,2594,Ag|Sb,0,1,2,2,1,1,4,3,1,0,4
16776,2594,Ag|Sb,0,1,2,2,1,1,4,3,2,1,2
16777,2594,Ag|Sb,0,1,2,2,1,1,0,3,4,4,2
16778,2595,Ag|Sn,1,4,2,2,4,0,3,3,2,1,1
16779,2595,Ag|Sn,1,4,2,2,4,0,4,3,3,0,2
16780,2595,Ag|Sn,1,4,2,2,4,0,0,2,1,3,2
16781,2595,Ag|Sn,1,4,2,2,4,0,0,3,2,4,0
16782,2595,Ag|Sn,1,4,2,2,4,0,2,2,1,0,0
16783,2595,Ag|Sn,1,4,2,2,4,0,2,0,1,1,4
16784,2595,Ag|Sn,1,4,2,2,4,0,3,4,0,2,4
16785,1580,Cu|Ge,1,1,4,1,3,4,0,3,0,1,3
16786,1580,Cu|Ge,1,1,4,1,3,4,1,0,1,0,0
16787,1580,Cu|Ge,1,1,4,1,3,4,4,3,3,4,3
16788,1580,Cu|Ge,1,1,4,1,3,4,2,3,4,0,3
16789,1580,Cu|Ge,1,1,4,1,3,4,0,1,0,2,2
16790,1580,Cu|Ge,1,1,4,1,3,4,1,0,4,0,1
16791,1580,Cu|Ge,1,1,4,1,3,4,2,2,4,0,1
16792,1580,Cu|Ge,1,1,4,1,3,4,4,0,4,4,4
16793,1596,Cu|Si,2,4,1,2,4,4,2,4,4,4,0
16794,1396,Au|Sn,3,2,1,4,4,0,2,0,3,1,0
16795,1396,Au|Sn,3,2,1,4,4,0,2,1,0,4,3
16796,1396,Au|Sn,3,2,1,4,4,0,2,3,2,3,0
16797,1396,Au|Sn,3,2,1,4,4,0,1,0,2,3,1
16798,1396,Au|Sn,3,2,1,4,4,0,2,0,1,2,2
16799,1396,Au|Sn,3,2,1,4,4,0,0,1,4,4,4
16800,1394,Au|In,1,3,0,0,2,0,0,3,4,4,0
16801,1394,Au|In,1,3,0,0,2,0,3,3,4,3,2
16802,1272,Sn|Te,2,4,2,0,3,0,2,2,0,0,1
16803,1272,Sn|Te,2,4,2,0,3,0,1,2,1,0,3
16804,1272,Sn|Te,2,4,2,0,3,0,0,0,4,0,3
16805,1272,Sn|Te,2,4,2,0,3,0,4,0,0,2,2
16806,1272,Sn|Te,2,4,2,0,3,0,1,3,0,3,1
16807,1272,Sn|Te,2,4,2,0,3,0,2,2,0,2,2
16808,1272,Sn|Te,2,4,2,0,3,0,1,4,3,3,3
16809,1272,Sn|Te,2,4,2,0,3,0,4,4,2,2,4
16810,1272,Sn|Te,2,4,2,0,3,0,0,4,0,4,1
16811,1272,Sn|Te,2,4,2,0,3,0,4,4,0,3,4
16812,1272,Sn|Te,2,4,2,0,3,0,2,2,1,4,0
16813,1272,Sn|Te,2,4,2,0,3,0,0,2,4,4,4
16814,1272,Sn|Te,2,4,2,0,3,0,2,3,1,2,2
16815,1272,Sn|Te,2,4,2,0,3,0,1,1,4,4,2
16816,1272,Sn|Te,2,4,2,0,3,0,0,3,3,4,0
16817,1272,Sn|Te,2,4,2,0,3,0,3,1,3,2,4
16818,2596,As|Sn|Te,1,2,2,4,0,0,4,1,2,3,2
16819,2596,As|Sn|Te,1,2,2,4,0,0,2,3,1,4,4
16820,2596,As|Sn|Te,1,2,2,4,0,0,0,4,3,1,3
16821,2596,As|Sn|Te,1,2,2,4,0,0,4,0,0,3,3
16822,2596,As|Sn|Te,1,2,2,4,0,0,4,0,4,1,1
16823,2596,As|Sn|Te,1,2,2,4,0,0,2,3,1,3,4
16824,2596,As|Sn|Te,1,2,2,4,0,0,3,3,4,1,4
16825,2596,As|Sn|Te,1,2,2,4,0,0,4,4,0,0,3
16826,2596,As|Sn|Te,1,2,2,4,0,0,3,3,3,0,3
16827,2596,As|Sn|Te,1,2,2,4,0,0,0,3,4,4,4
16828,2596,As|Sn|Te,1,2,2,4,0,0,1,1,2,0,2
16829,2596,As|Sn|Te,1,2,2,4,0,0,3,2,3,3,3
16830,2596,As|Sn|Te,1,2,2,4,0,0,0,3,0,4,2
16831,1025,Zn,4,1,4,1,3,4,3,2,4,3,4
16832,973,In,2,4,1,2,0,0,4,2,1,3,0
16833,971,Sn,0,0,4,3,0,1,0,4,4,2,3
16834,1564,Co|Si,4,2,1,1,4,3,0,3,0,1,3
16835,1638,Ge|Rh,0,3,4,1,2,1,3,2,1,1,0
16836,1859,Pd|Sb,3,1,1,0,0,0,1,2,3,4,1
16837,1262,La,4,1,2,2,3,1,0,1,0,0,2
16838,2597,Al|In|La,1,2,2,2,1,1,3,3,2,3,0
16839,2137,C|Mo|Nb,2,2,3,2,0,2,4,4,0,1,4
16840,2137,C|Mo|Nb,2,2,3,2,0,2,3,3,3,2,4
16841,2137,C|Mo|Nb,2,2,3,2,0,2,2,0,1,4,1
16842,2137,C|Mo|Nb,2,2,3,2,0,2,0,0,2,1,4
16843,2024,C|Nb|W,4,4,0,1,4,3,1,3,2,3,2
16844,2024,C|Nb|W,4,4,0,1,4,3,2,4,0,1,2
16845,2024,C|Nb|W,4,4,0,1,4,3,0,0,0,3,2
16846,2024,C|Nb|W,4,4,0,1,4,3,2,0,3,1,3
16847,2024,C|Nb|W,4,4,0,1,4,3,3,4,0,2,4
16848,2024,C|Nb|W,4,4,0,1,4,3,2,0,3,4,4
16849,2024,C|Nb|W,4,4,0,1,4,3,0,3,4,2,2
16850,1051,C|W,4,1,1,2,1,4,1,2,2,0,4
16851,1116,C|Nb|Ta,1,2,3,1,2,1,0,4,2,0,0
16852,1116,C|Nb|Ta,1,2,3,1,2,1,3,2,2,4,3
16853,1116,C|Nb|Ta,1,2,3,1,2,1,2,0,4,0,4
16854,2598,C|Mo|W,0,1,1,1,3,1,0,0,1,2,4
16855,2598,C|Mo|W,0,1,1,1,3,1,1,4,4,1,4
16856,2598,C|Mo|W,0,1,1,1,3,1,1,4,2,3,4
16857,2598,C|Mo|W,0,1,1,1,3,1,2,2,0,4,3
16858,2598,C|Mo|W,0,1,1,1,3,1,3,3,4,4,2
16859,2598,C|Mo|W,0,1,1,1,3,1,1,1,2,2,3
16860,1114,C|Ta,0,0,1,1,4,2,3,1,2,4,1
16861,1500,C|Mo|Ta,1,3,2,0,2,4,2,2,3,2,3
16862,1500,C|Mo|Ta,1,3,2,0,2,4,4,1,4,1,2
16863,1500,C|Mo|Ta,1,3,2,0,2,4,2,1,3,2,4
16864,1500,C|Mo|Ta,1,3,2,0,2,4,0,1,2,2,3
16865,1500,C|Mo|Ta,1,3,2,0,2,4,3,2,4,1,4
16866,1519,C|Ta|W,2,1,1,0,4,4,4,3,2,3,3
16867,1519,C|Ta|W,2,1,1,0,4,4,0,4,3,4,2
16868,1519,C|Ta|W,2,1,1,0,4,4,1,1,1,4,0
16869,1519,C|Ta|W,2,1,1,0,4,4,0,2,0,0,1
16870,2599,C|Mo|V,3,4,4,1,4,4,2,3,1,2,3
16871,1499,C|Mo|Ti,4,0,4,4,2,2,0,1,3,2,2
16872,1497,C|Mo|Zr,3,4,2,3,3,2,3,1,4,3,3
16873,1177,C|Hf|Mo,1,4,0,0,0,2,1,4,1,4,2
16874,1503,C|Mo|Re,1,1,1,4,0,1,4,0,1,2,4
16875,1502,C|Mo|Ru,2,3,1,3,2,1,3,4,2,0,1
16876,2599,C|Mo|V,3,4,4,1,4,4,4,3,1,1,0
16877,1499,C|Mo|Ti,4,0,4,4,2,2,4,2,2,1,2
16878,1177,C|Hf|Mo,1,4,0,0,0,2,4,4,2,3,0
16879,1497,C|Mo|Zr,3,4,2,3,3,2,2,2,2,2,2
16880,2599,C|Mo|V,3,4,4,1,4,4,2,2,4,2,0
16881,1499,C|Mo|Ti,4,0,4,4,2,2,4,4,1,1,0
16882,1177,C|Hf|Mo,1,4,0,0,0,2,4,2,2,1,4
16883,1497,C|Mo|Zr,3,4,2,3,3,2,0,4,3,3,3
16884,2599,C|Mo|V,3,4,4,1,4,4,2,2,3,2,2
16885,1499,C|Mo|Ti,4,0,4,4,2,2,2,0,0,2,0
16886,1177,C|Hf|Mo,1,4,0,0,0,2,3,2,2,4,4
16887,1497,C|Mo|Zr,3,4,2,3,3,2,3,0,0,0,3
16888,1402,Au|Zr,0,3,2,4,1,4,1,0,0,0,0
16889,1402,Au|Zr,0,3,2,4,1,4,4,3,3,3,4
16890,1402,Au|Zr,0,3,2,4,1,4,2,0,2,2,2
16891,1402,Au|Zr,0,3,2,4,1,4,1,0,4,4,0
16892,1843,Os|Zr,3,3,3,1,0,0,3,1,2,4,1
16893,1843,Os|Zr,3,3,3,1,0,0,0,1,0,1,3
16894,1843,Os|Zr,3,3,3,1,0,0,1,0,0,1,0
16895,1843,Os|Zr,3,3,3,1,0,0,3,4,4,1,0
16896,1843,Os|Zr,3,3,3,1,0,0,3,1,4,0,0
16897,1843,Os|Zr,3,3,3,1,0,0,3,0,1,3,3
16898,1406,Au|Te,2,3,2,4,0,4,3,4,3,4,0
16899,1406,Au|Te,2,3,2,4,0,4,2,1,2,3,1
16900,1406,Au|Te,2,3,2,4,0,4,4,2,4,4,1
16901,1406,Au|Te,2,3,2,4,0,4,1,0,1,3,0
16902,1406,Au|Te,2,3,2,4,0,4,4,1,1,3,1
16903,1406,Au|Te,2,3,2,4,0,4,1,4,0,1,0
16904,1406,Au|Te,2,3,2,4,0,4,1,1,2,3,4
16905,1406,Au|Te,2,3,2,4,0,4,3,2,0,2,2
16906,1406,Au|Te,2,3,2,4,0,4,0,0,3,3,2
16907,1406,Au|Te,2,3,2,4,0,4,4,1,1,0,3
16908,1406,Au|Te,2,3,2,4,0,4,1,1,3,3,1
